name,description,original_price,price,category_name,subcategory_name,specifications
4-Channel Relay Module,"The 4-Channel Relay Module is a high-performance part specifically designed for Communication & Modules systems and advanced robotics projects. This 4-Channel Relay Module (4×5V relay module (often opto-isolated)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",351,270,Communication & Modules,Wireless & Networking,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
1-Channel Relay Module,"The 1-Channel Relay Module is a high-performance part specifically designed for Communication & Modules systems and advanced robotics projects. This 1-Channel Relay Module (Single-channel 5V relay module) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",123.5,95,Communication & Modules,Wireless & Networking,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
5V Relay (bare),"The 5V Relay (bare) is a high-performance part specifically designed for Communication & Modules systems and advanced robotics projects. This 5V Relay (bare) (Single 5V relay component (no module)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",52,40,Communication & Modules,Wireless & Networking,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
On Off Switch,"The On Off Switch is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This On Off Switch (General-purpose power on/off toggle or slide switch) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",6.5,5,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
DIP Switch 2 position,"The DIP Switch 2 position is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This DIP Switch 2 position (Simple 2-position toggle switch) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",13,10,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
DIP Switch 3 position,"The DIP Switch 3 position is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This DIP Switch 3 position (3-position toggle switch for multi-state control) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",19.5,15,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
DIP Switch 4 position,"The DIP Switch 4 position is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This DIP Switch 4 position (4-position toggle switch (multi-pole)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Push Button (4-pin),"The Push Button (4-pin) is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This Push Button (4-pin) (4-pin tactile pushbutton switch (PCB mount)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",7.8,6,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Push Button (2-pin),"The Push Button (2-pin) is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This Push Button (2-pin) (2-pin tactile pushbutton (simple)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",5.2,4,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
12V Solenoidal Lock,"The 12V Solenoidal Lock is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This 12V Solenoidal Lock (12V small solenoidal door lock (~0.25 kgf)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",910,700,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
74HC4067 Module,"The 74HC4067 Module is a high-performance part specifically designed for Communication & Modules systems and advanced robotics projects. This 74HC4067 Module (16-channel analog/digital multiplexer/demultiplexer) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",325,250,Communication & Modules,Wireless & Networking,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
555 Timer (NE555),"The 555 Timer (NE555) is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This 555 Timer (NE555) (Classic timer / pulse generation IC (NE555)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",20.8,16,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
LM741 Op-Amp,"The LM741 Op-Amp is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This LM741 Op-Amp (Classic single operational amplifier IC (LM741)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
LM358 Dual Op-Amp,"The LM358 Dual Op-Amp is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This LM358 Dual Op-Amp (Dual operational amplifier IC (LM358)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
LM386 JRC,"The LM386 JRC is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This LM386 JRC (LM386 audio amplifier IC (JRC variant)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
BC547 Transistor,"The BC547 Transistor is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This BC547 Transistor (General-purpose NPN transistor (BC547)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",6.5,5,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Potentiometer 10k,"The Potentiometer 10k is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Potentiometer 10k (10 kΩ variable resistor (potentiometer)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",28.6,22,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Potentiometer 1k,"The Potentiometer 1k is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Potentiometer 1k (1 kΩ variable resistor potentiometer) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",39,30,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Potentiometer 50k,"The Potentiometer 50k is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Potentiometer 50k (50 kΩ potentiometer) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",32.5,25,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Potentiometer 100k,"The Potentiometer 100k is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Potentiometer 100k (100 kΩ potentiometer) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC Heatsink,"The IC Heatsink is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC Heatsink (Small aluminum heatsink for IC cooling) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",6.5,5,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
TP4056 Charger Module,"The TP4056 Charger Module is a high-performance part specifically designed for Communication & Modules systems and advanced robotics projects. This TP4056 Charger Module (Li-ion charger module with micro USB (TP4056)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",52,40,Communication & Modules,Wireless & Networking,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Lithium-Ion Battery (18650),"The Lithium-Ion Battery (18650) is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Lithium-Ion Battery (18650) (3.7 V rechargeable 18650 cell) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",286,220,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
9V Battery (PP3),"The 9V Battery (PP3) is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This 9V Battery (PP3) (Standard 9V PP3 battery) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",84.5,65,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
9V Connector (normal snap),"The 9V Connector (normal snap) is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This 9V Connector (normal snap) (Standard 9V snap connector) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",13,10,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
9V Connector with DC Jack,"The 9V Connector with DC Jack is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This 9V Connector with DC Jack (9V snap connector plus barrel jack adapter) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",19.5,15,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Battery Holder (1 cell),"The Battery Holder (1 cell) is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Battery Holder (1 cell) (Holder for single AA/AAA cell) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",52,40,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Battery Holder (2 cell),"The Battery Holder (2 cell) is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Battery Holder (2 cell) (Holder for two AA/AAA cells) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",65,50,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Battery Holder (3 cell),"The Battery Holder (3 cell) is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Battery Holder (3 cell) (Holder for three AA/AAA cells) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",97.5,75,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
LM2596 Buck Converter,"The LM2596 Buck Converter is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This LM2596 Buck Converter (DC-DC step-down regulator module (LM2596)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",97.5,75,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
XL6009 Booster,"The XL6009 Booster is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This XL6009 Booster (DC-DC boost (step-up) converter module (XL6009)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",260,200,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Barrel connector (male+female pair),"The Barrel connector (male+female pair) is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Barrel connector (male+female pair) (Barrel power jack pair (male + female)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",91,70,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Male female power jack,"The Male female power jack is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Male female power jack (Male-female DC power jack connector pair) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",52,40,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
XT90 Connector,"The XT90 Connector is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This XT90 Connector (High-current XT90 power connector) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",52,40,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
T Connector,"The T Connector is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This T Connector (T-type (Deans) power connector) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",52,40,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
2-terminal Block,"The 2-terminal Block is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This 2-terminal Block (2-position screw terminal block) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",9.1,7,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
3-terminal Block,"The 3-terminal Block is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This 3-terminal Block (3-position screw terminal block) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",13,10,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Male header,"The Male header is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Male header (Strip of male header pins (single/strip)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Female header,"The Female header is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Female header (Strip of female header sockets (single/strip)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Jumper Wire male-to-male,"The Jumper Wire male-to-male is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This Jumper Wire male-to-male (Single male-to-male jumper wire (per piece)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",4.55,3.5,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Jumper Wire male-to-female,"The Jumper Wire male-to-female is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This Jumper Wire male-to-female (Single male-to-female jumper wire (per piece)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",4.55,3.5,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Jumper Wire female-to-female,"The Jumper Wire female-to-female is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This Jumper Wire female-to-female (Single female-to-female jumper wire (per piece)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",4.55,3.5,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Jumper Wire Box (assorted),"The Jumper Wire Box (assorted) is a high-performance part specifically designed for Prototyping & Tools systems and advanced robotics projects. This Jumper Wire Box (assorted) (Assorted box of M-M, M-F, F-F jumper wires) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",195,150,Prototyping & Tools,Accessories & Tools,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
LED Pack (4 pcs),"The LED Pack (4 pcs) is a high-performance part specifically designed for Displays systems and advanced robotics projects. This LED Pack (4 pcs) (Pack of 4 LEDs (specify color)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",6.5,5,Displays,LED & LCD Screens,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
BD 139,"The BD 139 is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This BD 139 (Medium-power NPN transistor (BD139)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",13,10,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
BD 140,"The BD 140 is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This BD 140 (Medium-power PNP transistor (BD140)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",10.4,8,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7483,"The IC 7483 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7483 (4-bit binary full adder IC (7483)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",65,50,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
